arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
control,train,1,2018-05-10 11:00:00,2018-05-10 08:00:00,2018-05-10 15:00:00,SL,1.18594,1.18295,1.18989,TP_mean,29.9,5.32,11,0,0,0.3885,1.50,0.3383,0.3132,0.2882,2018-05-10 08:00:00,2018-05-10 08:00:00,2018-05-10 08:00:00
control,train,1,2018-05-16 14:00:00,2018-05-16 11:00:00,2018-05-17 09:00:00,SL,1.17912,1.17525,1.18493,TP_cap,38.7,276.94,554,1,3,0.5559,3.90,0.4553,0.4049,0.3546,2018-05-16 11:00:00,2018-05-16 11:00:00,2018-05-16 11:00:00
control,train,1,2018-05-21 10:00:00,2018-05-21 07:00:00,2018-05-21 15:00:00,TP,1.17285,1.17020,1.17683,TP_cap,26.5,5.57,12,0,0,1.5000,1.50,1.4434,1.4151,1.3868,2018-05-21 07:00:00,2018-05-21 07:00:00,2018-05-21 07:00:00
control,train,1,2018-05-21 18:00:00,2018-05-21 15:00:00,2018-05-21 23:00:00,TP,1.17521,1.17189,1.17953,TP_mean,33.2,2.94,6,0,0,1.3019,1.50,1.2567,1.2341,1.2115,2018-05-21 15:00:00,2018-05-21 15:00:00,2018-05-21 15:00:00
control,train,1,2018-05-23 11:00:00,2018-05-23 08:00:00,2018-05-23 21:00:00,SL,1.17117,1.16761,1.17651,TP_cap,35.6,10.00,20,0,0,-1.0000,1.50,-1.0421,-1.0632,-1.0842,2018-05-23 08:00:00,2018-05-23 08:00:00,2018-05-23 08:00:00
control,train,1,2018-05-25 11:00:00,2018-05-25 08:00:00,2018-05-25 11:00:00,TP,1.16888,1.16643,1.17256,TP_cap,24.5,7.38,15,0,0,1.5000,1.50,1.4389,1.4083,1.3778,2018-05-25 08:00:00,2018-05-25 08:00:00,2018-05-25 08:00:00
control,train,1,2018-05-25 15:00:00,2018-05-25 12:00:00,2018-05-28 03:00:00,TIME_STOP,1.16684,1.16321,1.17229,TP_cap,36.3,5.60,12,1,1,0.5585,2.30,0.4953,0.4636,0.4320,2018-05-25 12:00:00,2018-05-25 12:00:00,2018-05-25 12:00:00
control,train,1,2018-05-28 14:00:00,2018-05-28 11:00:00,2018-05-28 15:00:00,SL,1.16573,1.16206,1.17124,TP_cap,36.7,6.26,13,0,0,-1.0000,1.50,-1.0408,-1.0612,-1.0816,2018-05-28 11:00:00,2018-05-28 11:00:00,2018-05-28 11:00:00
control,train,-1,2018-06-06 11:00:00,2018-06-06 08:00:00,2018-06-06 19:00:00,TIME_STOP,1.17607,1.17968,1.17066,TP_cap,36.1,3.84,8,0,0,-0.4602,1.50,-0.5018,-0.5226,-0.5434,2018-06-06 08:00:00,2018-06-06 08:00:00,2018-06-06 08:00:00
control,train,1,2018-06-14 16:00:00,2018-06-14 13:00:00,2018-06-14 17:00:00,SL,1.16884,1.16417,1.17585,TP_cap,46.7,10.12,21,0,0,-1.0000,1.50,-1.0321,-1.0482,-1.0642,2018-06-14 13:00:00,2018-06-14 13:00:00,2018-06-14 13:00:00
control,train,-1,2018-07-05 10:00:00,2018-07-05 07:00:00,2018-07-05 18:00:00,TIME_STOP,1.16968,1.17241,1.16559,TP_cap,27.3,3.98,8,0,0,-0.1907,1.50,-0.2457,-0.2732,-0.3008,2018-07-05 07:00:00,2018-07-05 07:00:00,2018-07-05 07:00:00
control,train,-1,2018-07-06 10:00:00,2018-07-06 07:00:00,2018-07-06 15:00:00,SL,1.17210,1.17470,1.16820,TP_cap,26.0,4.99,10,0,0,-1.0000,1.50,-1.0577,-1.0865,-1.1154,2018-07-06 07:00:00,2018-07-06 07:00:00,2018-07-06 07:00:00
control,train,1,2018-07-19 14:00:00,2018-07-19 11:00:00,2018-07-19 20:00:00,TP,1.15954,1.15674,1.16374,TP_cap,28.0,24.99,50,0,0,1.5000,1.50,1.4464,1.4196,1.3928,2018-07-19 11:00:00,2018-07-19 11:00:00,2018-07-19 11:00:00
control,train,1,2018-08-02 12:00:00,2018-08-02 09:00:00,2018-08-02 20:00:00,SL,1.16196,1.15990,1.16505,TP_cap,20.6,34.56,70,0,0,-1.0000,1.50,-1.0728,-1.1093,-1.1457,2018-08-02 09:00:00,2018-08-02 09:00:00,2018-08-02 09:00:00
control,train,1,2018-08-03 10:00:00,2018-08-03 07:00:00,2018-08-03 14:00:00,TP,1.15779,1.15585,1.16070,TP_cap,19.4,nan,nan,0,0,1.5000,1.50,1.4228,1.3842,1.3456,2018-08-03 07:00:00,2018-08-03 07:00:00,2018-08-03 07:00:00
control,train,1,2018-08-03 17:00:00,2018-08-03 14:00:00,2018-08-06 13:00:00,SL,1.15719,1.15415,1.16175,TP_cap,30.4,1308.04,2617,1,1,-1.0000,2.30,-1.0756,-1.1134,-1.1512,2018-08-03 14:00:00,2018-08-03 14:00:00,2018-08-03 14:00:00
control,train,1,2018-08-10 10:00:00,2018-08-10 07:00:00,2018-08-10 16:00:00,SL,1.14680,1.14309,1.15237,TP_cap,37.1,44.22,89,0,0,-1.0000,1.50,-1.0404,-1.0606,-1.0808,2018-08-10 07:00:00,2018-08-10 07:00:00,2018-08-10 07:00:00
control,train,1,2018-08-15 12:00:00,2018-08-15 09:00:00,2018-08-16 04:00:00,TP,1.13249,1.12952,1.13694,TP_cap,29.7,13.07,27,1,3,1.5000,3.90,1.3685,1.3028,1.2371,2018-08-15 09:00:00,2018-08-15 09:00:00,2018-08-15 09:00:00
control,train,-1,2018-08-21 12:00:00,2018-08-21 09:00:00,2018-08-21 16:00:00,SL,1.15334,1.15666,1.14836,TP_cap,33.2,42.57,86,0,0,0.2773,1.50,0.2321,0.2095,0.1870,2018-08-21 09:00:00,2018-08-21 09:00:00,2018-08-21 09:00:00
control,train,-1,2018-08-22 10:00:00,2018-08-22 07:00:00,2018-08-22 12:00:00,SL,1.15652,1.15940,1.15220,TP_cap,28.8,28.71,58,0,0,-1.0000,1.50,-1.0521,-1.0781,-1.1041,2018-08-22 07:00:00,2018-08-22 07:00:00,2018-08-22 07:00:00
control,train,-1,2018-08-23 14:00:00,2018-08-23 11:00:00,2018-08-23 20:00:00,TP,1.15880,1.16224,1.15364,TP_cap,34.4,14.31,29,0,0,1.5000,1.50,1.4564,1.4346,1.4129,2018-08-23 11:00:00,2018-08-23 11:00:00,2018-08-23 11:00:00
control,train,-1,2018-08-27 18:00:00,2018-08-27 15:00:00,2018-08-28 12:00:00,SL,1.16701,1.17039,1.16194,TP_cap,33.8,20.83,42,1,1,-1.0000,2.30,-1.0681,-1.1021,-1.1361,2018-08-27 15:00:00,2018-08-27 15:00:00,2018-08-27 15:00:00
control,train,-1,2018-08-29 18:00:00,2018-08-29 15:00:00,2018-08-30 16:00:00,TP,1.16932,1.17236,1.16476,TP_cap,30.4,11.01,23,1,3,1.5000,3.90,1.3717,1.3075,1.2434,2018-08-29 15:00:00,2018-08-29 15:00:00,2018-08-29 15:00:00
control,train,1,2018-09-04 17:00:00,2018-09-04 14:00:00,2018-09-04 19:00:00,TP,1.15418,1.15167,1.15795,TP_cap,25.1,51.62,104,0,0,1.5000,1.50,1.4403,1.4105,1.3807,2018-09-04 14:00:00,2018-09-04 14:00:00,2018-09-04 14:00:00
control,train,-1,2018-09-13 16:00:00,2018-09-13 13:00:00,2018-09-14 10:00:00,SL,1.16787,1.17112,1.16299,TP_cap,32.5,14.88,30,1,1,-1.0000,2.30,-1.0708,-1.1061,-1.1415,2018-09-13 13:00:00,2018-09-13 13:00:00,2018-09-13 13:00:00
control,train,-1,2018-09-14 14:00:00,2018-09-14 11:00:00,2018-09-14 16:00:00,TP,1.17010,1.17255,1.16642,TP_cap,24.5,14.29,29,0,0,1.5000,1.50,1.4388,1.4082,1.3776,2018-09-14 11:00:00,2018-09-14 11:00:00,2018-09-14 11:00:00
control,train,-1,2018-09-20 14:00:00,2018-09-20 11:00:00,2018-09-20 14:00:00,SL,1.17203,1.17484,1.16782,TP_cap,28.1,6.30,13,0,0,-1.0000,1.50,-1.0534,-1.0801,-1.1069,2018-09-20 11:00:00,2018-09-20 11:00:00,2018-09-20 11:00:00
control,train,-1,2018-09-24 17:00:00,2018-09-24 14:00:00,2018-09-24 22:00:00,TP,1.17982,1.18318,1.17478,TP_cap,33.6,13.36,27,0,0,1.5000,1.50,1.4554,1.4331,1.4108,2018-09-24 14:00:00,2018-09-24 14:00:00,2018-09-24 14:00:00
control,train,1,2018-09-27 16:00:00,2018-09-27 13:00:00,2018-09-28 01:00:00,SL,1.16744,1.16351,1.17334,TP_cap,39.3,12.73,26,1,1,-1.0000,2.30,-1.0585,-1.0877,-1.1169,2018-09-27 13:00:00,2018-09-27 13:00:00,2018-09-27 13:00:00
control,train,1,2018-09-28 10:00:00,2018-09-28 07:00:00,2018-09-28 12:00:00,SL,1.16257,1.15982,1.16670,TP_cap,27.5,138.61,278,0,0,-1.0000,1.50,-1.0545,-1.0818,-1.1091,2018-09-28 07:00:00,2018-09-28 07:00:00,2018-09-28 07:00:00
control,train,1,2018-10-01 10:00:00,2018-10-01 07:00:00,2018-10-01 12:00:00,TP,1.15803,1.15557,1.16172,TP_cap,24.6,68.16,137,0,0,1.5000,1.50,1.4391,1.4086,1.3782,2018-10-01 07:00:00,2018-10-01 07:00:00,2018-10-01 07:00:00
control,train,1,2018-10-02 10:00:00,2018-10-02 07:00:00,2018-10-02 11:00:00,SL,1.15379,1.15140,1.15737,TP_cap,23.9,18.06,37,0,0,-1.0000,1.50,-1.0629,-1.0943,-1.1257,2018-10-02 07:00:00,2018-10-02 07:00:00,2018-10-02 07:00:00
control,train,1,2018-10-03 16:00:00,2018-10-03 13:00:00,2018-10-03 23:00:00,SL,1.15290,1.14979,1.15756,TP_cap,31.1,9.78,20,0,0,-1.0000,1.50,-1.0483,-1.0724,-1.0965,2018-10-03 13:00:00,2018-10-03 13:00:00,2018-10-03 13:00:00
control,train,1,2018-10-09 14:00:00,2018-10-09 11:00:00,2018-10-09 20:00:00,TP,1.14486,1.14202,1.14911,TP_cap,28.4,12.12,25,0,0,1.5000,1.50,1.4471,1.4207,1.3942,2018-10-09 11:00:00,2018-10-09 11:00:00,2018-10-09 11:00:00
control,train,-1,2018-10-11 14:00:00,2018-10-11 11:00:00,2018-10-12 04:00:00,SL,1.15724,1.16027,1.15269,TP_cap,30.3,33.11,67,1,1,-1.0000,2.30,-1.0758,-1.1137,-1.1517,2018-10-11 11:00:00,2018-10-11 11:00:00,2018-10-11 11:00:00
control,train,1,2018-10-24 12:00:00,2018-10-24 09:00:00,2018-10-24 15:00:00,SL,1.14157,1.13861,1.14601,TP_cap,29.6,14.08,29,0,0,-1.0000,1.50,-1.0507,-1.0761,-1.1014,2018-10-24 09:00:00,2018-10-24 09:00:00,2018-10-24 09:00:00
control,train,1,2018-10-25 11:00:00,2018-10-25 08:00:00,2018-10-25 16:00:00,SL,1.14001,1.13764,1.14357,TP_cap,23.7,10.74,22,0,0,0.5727,1.50,0.5095,0.4780,0.4464,2018-10-25 08:00:00,2018-10-25 08:00:00,2018-10-25 08:00:00
control,train,1,2018-10-31 15:00:00,2018-10-31 13:00:00,2018-11-01 07:00:00,TIME_STOP,1.13219,1.12958,1.13610,TP_cap,26.1,7.80,16,1,3,0.8052,3.90,0.6557,0.5809,0.5061,2018-10-31 13:00:00,2018-10-31 13:00:00,2018-10-31 13:00:00
control,train,-1,2018-11-01 17:00:00,2018-11-01 15:00:00,2018-11-02 09:00:00,SL,1.14082,1.14396,1.13673,TP_mean,31.4,10.49,21,1,1,-1.0000,2.30,-1.0733,-1.1100,-1.1466,2018-11-01 15:00:00,2018-11-01 15:00:00,2018-11-01 15:00:00
control,train,-1,2018-11-02 12:00:00,2018-11-02 10:00:00,2018-11-02 17:00:00,TP,1.14377,1.14662,1.13950,TP_cap,28.5,86.89,174,0,0,1.5000,1.50,1.4473,1.4210,1.3946,2018-11-02 10:00:00,2018-11-02 10:00:00,2018-11-02 10:00:00
control,train,-1,2018-11-07 10:00:00,2018-11-07 08:00:00,2018-11-07 12:00:00,SL,1.14528,1.14971,1.14079,TP_mean,44.3,3.51,8,0,0,-1.0000,1.50,-1.0339,-1.0508,-1.0677,2018-11-07 08:00:00,2018-11-07 08:00:00,2018-11-07 08:00:00
control,train,1,2018-11-09 10:00:00,2018-11-09 08:00:00,2018-11-12 07:00:00,SL,1.13363,1.13096,1.13763,TP_cap,26.7,49.35,99,1,1,-1.0000,2.30,-1.0862,-1.1293,-1.1724,2018-11-09 08:00:00,2018-11-09 08:00:00,2018-11-09 08:00:00
control,train,1,2018-11-12 09:00:00,2018-11-12 07:00:00,2018-11-12 10:00:00,SL,1.12725,1.12435,1.13160,TP_cap,29.0,744.02,1489,0,0,-1.0000,1.50,-1.0517,-1.0775,-1.1033,2018-11-12 07:00:00,2018-11-12 07:00:00,2018-11-12 07:00:00
control,train,1,2018-11-12 17:00:00,2018-11-12 15:00:00,2018-11-12 22:00:00,SL,1.12642,1.12341,1.13094,TP_cap,30.1,120.32,241,0,0,-1.0000,1.50,-1.0498,-1.0747,-1.0996,2018-11-12 15:00:00,2018-11-12 15:00:00,2018-11-12 15:00:00
control,train,-1,2018-11-20 10:00:00,2018-11-20 08:00:00,2018-11-20 11:00:00,TP,1.14573,1.14801,1.14231,TP_cap,22.8,14.49,29,0,0,1.5000,1.50,1.4343,1.4014,1.3685,2018-11-20 08:00:00,2018-11-20 08:00:00,2018-11-20 08:00:00
control,train,1,2018-11-27 10:00:00,2018-11-27 08:00:00,2018-11-27 18:00:00,SL,1.13114,1.12870,1.13480,TP_cap,24.4,16.31,33,0,0,-1.0000,1.50,-1.0615,-1.0923,-1.1231,2018-11-27 08:00:00,2018-11-27 08:00:00,2018-11-27 08:00:00
control,train,1,2018-11-28 10:00:00,2018-11-28 08:00:00,2018-11-28 19:00:00,TP,1.12779,1.12551,1.13121,TP_cap,22.8,16.45,33,0,0,1.5000,1.50,1.4342,1.4014,1.3685,2018-11-28 08:00:00,2018-11-28 08:00:00,2018-11-28 08:00:00
control,train,-1,2018-12-06 17:00:00,2018-12-06 15:00:00,2018-12-07 06:00:00,TIME_STOP,1.13942,1.14266,1.13528,TP_mean,32.4,6.37,13,1,1,0.5317,2.30,0.4606,0.4250,0.3895,2018-12-06 15:00:00,2018-12-06 15:00:00,2018-12-06 15:00:00
control,train,-1,2018-12-10 09:00:00,2018-12-10 07:00:00,2018-12-10 17:00:00,TP,1.14283,1.14581,1.13836,TP_cap,29.8,13.14,27,0,0,1.5000,1.50,1.4496,1.4244,1.3992,2018-12-10 07:00:00,2018-12-10 07:00:00,2018-12-10 07:00:00
control,train,1,2018-12-14 11:00:00,2018-12-14 09:00:00,2018-12-17 06:00:00,TIME_STOP,1.12872,1.12560,1.13340,TP_cap,31.2,9.20,19,1,1,0.7185,2.30,0.6447,0.6078,0.5709,2018-12-14 09:00:00,2018-12-14 09:00:00,2018-12-14 09:00:00
control,train,-1,2018-12-19 17:00:00,2018-12-19 15:00:00,2018-12-19 21:00:00,TP,1.14291,1.14584,1.13851,TP_cap,29.3,44.65,90,0,0,1.5000,1.50,1.4489,1.4233,1.3977,2018-12-19 15:00:00,2018-12-19 15:00:00,2018-12-19 15:00:00
control,train,-1,2018-12-20 12:00:00,2018-12-20 10:00:00,2018-12-20 17:00:00,TP,1.14777,1.15145,1.14225,TP_cap,36.8,66.74,134,0,0,1.5000,1.50,1.4592,1.4388,1.4184,2018-12-20 10:00:00,2018-12-20 10:00:00,2018-12-20 10:00:00
control,train,-1,2018-12-21 10:00:00,2018-12-21 08:00:00,2018-12-21 11:00:00,TP,1.14686,1.14983,1.14241,TP_cap,29.7,9.18,19,0,0,1.5000,1.50,1.4495,1.4242,1.3989,2018-12-21 08:00:00,2018-12-21 08:00:00,2018-12-21 08:00:00
control,train,-1,2019-01-02 09:00:00,2019-01-02 07:00:00,2019-01-02 10:00:00,TP,1.14848,1.15187,1.14340,TP_cap,33.9,11.16,23,0,0,1.5000,1.50,1.4557,1.4335,1.4114,2019-01-02 07:00:00,2019-01-02 07:00:00,2019-01-02 07:00:00
control,train,-1,2019-01-09 17:00:00,2019-01-09 15:00:00,2019-01-10 03:00:00,SL,1.15239,1.15588,1.14715,TP_cap,34.9,11.13,23,1,3,-1.0000,3.90,-1.1117,-1.1676,-1.2235,2019-01-09 15:00:00,2019-01-09 15:00:00,2019-01-09 15:00:00
control,train,1,2019-01-22 16:00:00,2019-01-22 14:00:00,2019-01-22 19:00:00,TP,1.13453,1.13291,1.13696,TP_cap,16.2,11.21,23,0,0,1.5000,1.50,1.4074,1.3611,1.3149,2019-01-22 14:00:00,2019-01-22 14:00:00,2019-01-22 14:00:00
control,train,1,2019-01-24 16:00:00,2019-01-24 14:00:00,2019-01-24 16:00:00,TP,1.13349,1.13056,1.13653,TP_mean,29.3,12.12,25,0,0,1.0346,1.50,0.9835,0.9579,0.9323,2019-01-24 14:00:00,2019-01-24 14:00:00,2019-01-24 14:00:00
control,train,-1,2019-01-31 09:00:00,2019-01-31 07:00:00,2019-01-31 14:00:00,SL,1.14999,1.15245,1.14631,TP_cap,24.6,8.58,18,0,0,0.2984,1.50,0.2374,0.2068,0.1763,2019-01-31 07:00:00,2019-01-31 07:00:00,2019-01-31 07:00:00
control,train,1,2019-02-07 09:00:00,2019-02-07 07:00:00,2019-02-07 10:00:00,SL,1.13657,1.13518,1.13865,TP_cap,13.9,37.14,75,0,0,-1.0000,1.50,-1.1083,-1.1624,-1.2166,2019-02-07 07:00:00,2019-02-07 07:00:00,2019-02-07 07:00:00
control,train,1,2019-02-08 09:00:00,2019-02-08 07:00:00,2019-02-08 10:00:00,SL,1.13379,1.13231,1.13600,TP_cap,14.8,11.71,24,0,0,-1.0000,1.50,-1.1016,-1.1524,-1.2032,2019-02-08 07:00:00,2019-02-08 07:00:00,2019-02-08 07:00:00
control,train,-1,2019-02-26 16:00:00,2019-02-26 14:00:00,2019-02-26 17:00:00,TP,1.13720,1.13927,1.13487,TP_mean,20.7,3.57,8,0,0,1.1252,1.50,1.0527,1.0165,0.9802,2019-02-26 14:00:00,2019-02-26 14:00:00,2019-02-26 14:00:00
control,train,-1,2019-02-27 10:00:00,2019-02-27 08:00:00,2019-02-27 10:00:00,SL,1.13778,1.13959,1.13549,TP_mean,18.1,3.36,7,0,0,-1.0000,1.50,-1.0829,-1.1243,-1.1658,2019-02-27 08:00:00,2019-02-27 08:00:00,2019-02-27 08:00:00
control,train,-1,2019-02-28 12:00:00,2019-02-28 10:00:00,2019-02-28 13:00:00,SL,1.13907,1.14091,1.13652,TP_mean,18.4,5.10,11,0,0,-1.0000,1.50,-1.0814,-1.1221,-1.1628,2019-02-28 10:00:00,2019-02-28 10:00:00,2019-02-28 10:00:00
control,train,1,2019-03-04 13:00:00,2019-03-04 11:00:00,2019-03-04 17:00:00,SL,1.13372,1.13161,1.13689,TP_cap,21.1,17.82,36,0,0,-1.0000,1.50,-1.0710,-1.1065,-1.1420,2019-03-04 11:00:00,2019-03-04 11:00:00,2019-03-04 11:00:00
control,train,1,2019-03-07 15:00:00,2019-03-07 13:00:00,2019-03-07 15:00:00,SL,1.12882,1.12679,1.13186,TP_cap,20.3,9.61,20,0,0,-1.0000,1.50,-1.0741,-1.1111,-1.1481,2019-03-07 13:00:00,2019-03-07 13:00:00,2019-03-07 13:00:00
control,train,-1,2019-03-18 09:00:00,2019-03-18 07:00:00,2019-03-18 21:00:00,SL,1.13421,1.13601,1.13151,TP_cap,18.0,6.85,14,0,0,0.1742,1.50,0.0907,0.0490,0.0072,2019-03-18 07:00:00,2019-03-18 07:00:00,2019-03-18 07:00:00
control,train,-1,2019-03-19 11:00:00,2019-03-19 09:00:00,2019-03-20 05:00:00,TIME_STOP,1.13542,1.13693,1.13315,TP_cap,15.1,8.69,18,1,1,0.4621,2.30,0.3102,0.2343,0.1584,2019-03-19 09:00:00,2019-03-19 09:00:00,2019-03-19 09:00:00
control,train,-1,2019-03-20 13:00:00,2019-03-20 11:00:00,2019-03-20 20:00:00,TIME_STOP,1.13502,1.13664,1.13337,TP_mean,16.2,3.48,7,0,0,-0.3886,1.50,-0.4811,-0.5274,-0.5737,2019-03-20 11:00:00,2019-03-20 11:00:00,2019-03-20 11:00:00
control,train,1,2019-03-22 11:00:00,2019-03-22 09:00:00,2019-03-25 03:00:00,TIME_STOP,1.13023,1.12684,1.13532,TP_cap,33.9,7.27,15,1,1,-0.3714,2.30,-0.4392,-0.4730,-0.5069,2019-03-22 09:00:00,2019-03-22 09:00:00,2019-03-22 09:00:00
control,train,1,2019-03-28 10:00:00,2019-03-28 08:00:00,2019-03-28 15:00:00,SL,1.12380,1.12159,1.12711,TP_cap,22.1,3.63,8,0,0,-1.0000,1.50,-1.0679,-1.1019,-1.1359,2019-03-28 08:00:00,2019-03-28 08:00:00,2019-03-28 08:00:00
control,train,1,2019-04-02 10:00:00,2019-04-02 07:00:00,2019-04-02 19:00:00,TIME_STOP,1.12003,1.11832,1.12260,TP_cap,17.1,4.46,9,0,0,-0.8342,1.50,-0.9217,-0.9655,-1.0092,2019-04-02 07:00:00,2019-04-02 07:00:00,2019-04-02 07:00:00
control,train,-1,2019-04-08 16:00:00,2019-04-08 13:00:00,2019-04-09 11:00:00,SL,1.12608,1.12783,1.12345,TP_cap,17.5,13.77,28,1,1,-1.0000,2.30,-1.1311,-1.1967,-1.2623,2019-04-08 13:00:00,2019-04-08 13:00:00,2019-04-08 13:00:00
control,train,-1,2019-04-10 13:00:00,2019-04-10 10:00:00,2019-04-10 15:00:00,TP,1.12777,1.12934,1.12541,TP_cap,15.7,16.81,34,0,0,1.5000,1.50,1.4045,1.3568,1.3091,2019-04-10 10:00:00,2019-04-10 10:00:00,2019-04-10 10:00:00
control,train,-1,2019-04-11 14:00:00,2019-04-11 11:00:00,2019-04-11 15:00:00,TP,1.12833,1.13000,1.12584,TP_mean,16.7,8.34,17,0,0,1.4860,1.50,1.3964,1.3516,1.3068,2019-04-11 11:00:00,2019-04-11 11:00:00,2019-04-11 11:00:00
control,train,-1,2019-04-12 12:00:00,2019-04-12 09:00:00,2019-04-12 22:00:00,TIME_STOP,1.13051,1.13253,1.12748,TP_cap,20.2,4.73,10,0,0,0.4750,1.50,0.4008,0.3637,0.3265,2019-04-12 09:00:00,2019-04-12 09:00:00,2019-04-12 09:00:00
control,train,-1,2019-04-15 18:00:00,2019-04-15 15:00:00,2019-04-16 04:00:00,TIME_STOP,1.13079,1.13254,1.12841,TP_mean,17.5,4.58,10,1,1,0.1601,2.30,0.0286,-0.0372,-0.1029,2019-04-15 15:00:00,2019-04-15 15:00:00,2019-04-15 15:00:00
control,train,1,2019-04-18 12:00:00,2019-04-18 09:00:00,2019-04-18 15:00:00,SL,1.12603,1.12394,1.12916,TP_cap,20.9,38.54,78,0,0,-1.0000,1.50,-1.0719,-1.1079,-1.1438,2019-04-18 09:00:00,2019-04-18 09:00:00,2019-04-18 09:00:00
control,train,1,2019-04-23 17:00:00,2019-04-23 14:00:00,2019-04-23 17:00:00,SL,1.12101,1.11922,1.12369,TP_cap,17.9,14.75,30,0,0,-1.0000,1.50,-1.0838,-1.1258,-1.1677,2019-04-23 14:00:00,2019-04-23 14:00:00,2019-04-23 14:00:00
control,train,1,2019-04-24 10:00:00,2019-04-24 07:00:00,2019-04-24 16:00:00,SL,1.12076,1.11919,1.12312,TP_cap,15.7,10.96,22,0,0,-1.0000,1.50,-1.0954,-1.1431,-1.1908,2019-04-24 07:00:00,2019-04-24 07:00:00,2019-04-24 07:00:00
control,train,1,2019-04-26 11:00:00,2019-04-26 08:00:00,2019-04-26 15:00:00,SL,1.11404,1.11216,1.11686,TP_cap,18.8,22.00,45,0,0,-1.0000,1.50,-1.0798,-1.1197,-1.1596,2019-04-26 08:00:00,2019-04-26 08:00:00,2019-04-26 08:00:00
control,train,-1,2019-05-09 17:00:00,2019-05-09 14:00:00,2019-05-10 02:00:00,TIME_STOP,1.12346,1.12600,1.11964,TP_cap,25.4,4.17,9,1,1,0.6289,2.30,0.5385,0.4933,0.4481,2019-05-09 14:00:00,2019-05-09 14:00:00,2019-05-09 14:00:00
control,train,-1,2019-05-10 10:00:00,2019-05-10 07:00:00,2019-05-10 16:00:00,SL,1.12272,1.12469,1.12029,TP_mean,19.7,5.50,12,0,0,-1.0000,1.50,-1.0763,-1.1144,-1.1526,2019-05-10 07:00:00,2019-05-10 07:00:00,2019-05-10 07:00:00
control,train,-1,2019-05-13 16:00:00,2019-05-13 13:00:00,2019-05-13 18:00:00,TP,1.12570,1.12767,1.12275,TP_cap,19.7,7.83,16,0,0,1.5000,1.50,1.4237,1.3855,1.3474,2019-05-13 13:00:00,2019-05-13 13:00:00,2019-05-13 13:00:00
control,train,1,2019-05-15 15:00:00,2019-05-15 12:00:00,2019-05-15 17:00:00,TP,1.11813,1.11638,1.12076,TP_cap,17.5,25.33,51,0,0,1.5000,1.50,1.4143,1.3714,1.3286,2019-05-15 12:00:00,2019-05-15 12:00:00,2019-05-15 12:00:00
control,train,1,2019-05-17 18:00:00,2019-05-17 15:00:00,2019-05-21 01:00:00,TIME_STOP,1.11594,1.11404,1.11879,TP_cap,19.0,15.20,31,2,2,0.3681,3.10,0.2051,0.1236,0.0421,2019-05-17 15:00:00,2019-05-17 15:00:00,2019-05-17 15:00:00
control,train,1,2019-05-21 10:00:00,2019-05-21 07:00:00,2019-05-21 17:00:00,TP,1.11487,1.11366,1.11669,TP_cap,12.1,6.10,13,0,0,1.5000,1.50,1.3762,1.3142,1.2523,2019-05-21 07:00:00,2019-05-21 07:00:00,2019-05-21 07:00:00
control,train,1,2019-05-23 17:00:00,2019-05-23 14:00:00,2019-05-23 17:00:00,TP,1.11324,1.11134,1.11553,TP_mean,19.0,5.98,12,0,0,1.2025,1.50,1.1236,1.0842,1.0448,2019-05-23 14:00:00,2019-05-23 14:00:00,2019-05-23 14:00:00
control,train,-1,2019-05-24 10:00:00,2019-05-24 07:00:00,2019-05-27 05:00:00,SL,1.11954,1.12134,1.11684,TP_cap,18.0,17.51,36,1,1,-1.0000,2.30,-1.1278,-1.1917,-1.2556,2019-05-24 07:00:00,2019-05-24 07:00:00,2019-05-24 07:00:00
control,train,-1,2019-06-04 10:00:00,2019-06-04 07:00:00,2019-06-04 16:00:00,SL,1.12638,1.12867,1.12295,TP_cap,22.9,nan,nan,0,0,0.5840,1.50,0.5184,0.4856,0.4528,2019-06-04 07:00:00,2019-06-04 07:00:00,2019-06-04 07:00:00
control,train,-1,2019-06-07 16:00:00,2019-06-07 13:00:00,2019-06-07 17:00:00,SL,1.13166,1.13459,1.12727,TP_cap,29.3,8.65,18,0,0,-1.0000,1.50,-1.0513,-1.0769,-1.1026,2019-06-07 13:00:00,2019-06-07 13:00:00,2019-06-07 13:00:00
control,train,-1,2019-06-12 10:00:00,2019-06-12 07:00:00,2019-06-12 15:00:00,SL,1.13336,1.13495,1.13098,TP_cap,15.9,4.24,9,0,0,0.1695,1.50,0.0750,0.0278,-0.0194,2019-06-12 07:00:00,2019-06-12 07:00:00,2019-06-12 07:00:00
control,train,1,2019-06-14 16:00:00,2019-06-14 13:00:00,2019-06-14 19:00:00,SL,1.12310,1.12084,1.12649,TP_cap,22.6,nan,nan,0,0,-1.0000,1.50,-1.0663,-1.0995,-1.1327,2019-06-14 13:00:00,2019-06-14 13:00:00,2019-06-14 13:00:00
